hora_avistamiento,conteo,categoria_mono,grupo,total_monos_vistos,especie,actividad,vegetacion,arbol,altura_monos,altura_arbol,parte_consumida_de_planta
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
:00Z,,,,,,,,,,,
